Chr Start End Length Strand_Up Gene_Up Strand_Down Gene_Down
ENSG00000140941 16 87438386 87439851 1466 1 ENSG00000140941 -1 ENSG00000140948
ENSG00000140948 16 87525652 87730090 204439 -1 ENSG00000140948 -1 ENSG00000104731
ENSG00000104731 16 87799599 87863628 64030 -1 ENSG00000104731 -1 ENSG00000103257
ENSG00000103257 16 87903095 87982849 79755 -1 ENSG00000103257 1 ENSG00000172530
ENSG00000172530 16 88110925 88636788 525864 1 ENSG00000172530 1 ENSG00000158545
ENSG00000158545 16 88698375 88709690 11316 1 ENSG00000158545 -1 ENSG00000051523
ENSG00000051523 16 88717561 88718342 782 -1 ENSG00000051523 -1 ENSG00000167508
ENSG00000167508 16 88729570 88762902 33333 -1 ENSG00000167508 -1 ENSG00000158717
ENSG00000158717 16 88772830 88781750 8921 -1 ENSG00000158717 -1 ENSG00000103335
ENSG00000103335 16 88851620 88869620 18001 -1 ENSG00000103335 1 ENSG00000167513
ENSG00000167513 16 88875667 88875746 80 1 ENSG00000167513 -1 ENSG00000198931
ENSG00000198931 16 88878353 88880141 1789 -1 ENSG00000198931 -1 ENSG00000141012
ENSG00000141012 16 88923379 88922627 -751 -1 ENSG00000141012 1 ENSG00000167515
ENSG00000167515 16 88929095 89154782 225688 1 ENSG00000167515 1 ENSG00000176715
ENSG00000176715 16 89222255 89284117 61863 1 ENSG00000176715 1 ENSG00000170100
ENSG00000170100 16 89295364 89334037 38674 1 ENSG00000170100 -1 ENSG00000167522
ENSG00000167522 16 89556970 89557324 355 -1 ENSG00000167522 1 ENSG00000197912
ENSG00000197912 16 89624177 89627064 2888 1 ENSG00000197912 1 ENSG00000167526
ENSG00000167526 16 89630951 89642175 11225 1 ENSG00000167526 1 ENSG00000178773
ENSG00000178773 16 89663655 89710838 47184 1 ENSG00000178773 -1 ENSG00000131165
ENSG00000131165 16 89724254 89724209 -44 -1 ENSG00000131165 1 ENSG00000167523
ENSG00000167523 16 89737681 89747144 9464 1 ENSG00000167523 1 ENSG00000185324
ENSG00000185324 16 89762773 89786807 24035 1 ENSG00000185324 1 ENSG00000158805
ENSG00000158805 16 89807312 89803956 -3355 1 ENSG00000158805 -1 ENSG00000187741
ENSG00000187741 16 89883066 89884586 1521 -1 ENSG00000187741 1 ENSG00000204991
ENSG00000204991 16 89937728 89939999 2272 1 ENSG00000204991 1 ENSG00000141002
ENSG00000141002 16 89977793 89978526 734 1 ENSG00000141002 1 ENSG00000258839
ENSG00000258839 16 89987386 90014332 26947 1 ENSG00000258839 1 ENSG00000140995
ENSG00000140995 16 90034469 90036205 1737 1 ENSG00000140995 -1 ENSG00000177946
ENSG00000141252 17 624958 635651 10694 -1 ENSG00000141252 1 ENSG00000167695
ENSG00000167695 17 646207 647653 1447 1 ENSG00000167695 -1 ENSG00000179409
ENSG00000179409 17 657240 660336 3097 -1 ENSG00000179409 -1 ENSG00000167699
ENSG00000167699 17 685582 685512 -69 -1 ENSG00000167699 1 ENSG00000171861
ENSG00000171861 17 695750 900356 204607 1 ENSG00000171861 1 ENSG00000177370
ENSG00000177370 17 905408 906757 1350 1 ENSG00000177370 -1 ENSG00000159842
ENSG00000159842 17 1132316 1247565 115250 -1 ENSG00000159842 -1 ENSG00000108953
ENSG00000108953 17 1303673 1323982 20310 -1 ENSG00000108953 -1 ENSG00000167193
ENSG00000167193 17 1366457 1367391 935 -1 ENSG00000167193 -1 ENSG00000197879
ENSG00000197879 17 1396107 1397864 1758 -1 ENSG00000197879 -1 ENSG00000132376
ENSG00000132376 17 1420183 1421011 829 -1 ENSG00000132376 -1 ENSG00000174238
ENSG00000174238 17 1466111 1477672 11562 -1 ENSG00000174238 -1 ENSG00000167703
ENSG00000167703 17 1532181 1553922 21742 -1 ENSG00000167703 -1 ENSG00000174231
ENSG00000174231 17 1588177 1682778 94602 -1 ENSG00000174231 -1 ENSG00000186532
ENSG00000186532 17 1733929 1732995 -933 -1 ENSG00000186532 1 ENSG00000132383
ENSG00000132383 17 1803377 1933403 130027 1 ENSG00000132383 1 ENSG00000108963
ENSG00000108963 17 1946725 2206676 259952 1 ENSG00000108963 1 ENSG00000167720
ENSG00000167720 17 2228555 2225950 -2604 1 ENSG00000167720 -1 ENSG00000167721
ENSG00000167721 17 2240802 2240791 -10 -1 ENSG00000167721 1 ENSG00000141258
ENSG00000141258 17 2284353 2319342 34990 1 ENSG00000141258 -1 ENSG00000127804
ENSG00000127804 17 2415186 2496503 81318 -1 ENSG00000127804 1 ENSG00000007168
ENSG00000007168 17 2588910 2592679 3770 1 ENSG00000007168 -1 ENSG00000132361
ENSG00000132361 17 2615958 2680349 64392 -1 ENSG00000132361 1 ENSG00000132359
ENSG00000132359 17 2941034 3511555 570522 1 ENSG00000132359 -1 ENSG00000197417
ENSG00000197417 17 3539617 3539761 145 -1 ENSG00000197417 1 ENSG00000040531
ENSG00000040531 17 3564837 3566195 1359 1 ENSG00000040531 -1 ENSG00000213977
ENSG00000213977 17 3571977 3575492 3516 -1 ENSG00000213977 -1 ENSG00000083454
ENSG00000083454 17 3599699 3617921 18223 -1 ENSG00000083454 -1 ENSG00000083457
ENSG00000083457 17 3704538 3714459 9922 -1 ENSG00000083457 -1 ENSG00000074356
ENSG00000074356 17 3749546 3763608 14063 -1 ENSG00000074356 -1 ENSG00000004660
ENSG00000004660 17 3798186 3907738 109553 -1 ENSG00000004660 -1 ENSG00000074755
ENSG00000074755 17 4046315 4046461 147 -1 ENSG00000074755 1 ENSG00000167740
ENSG00000167740 17 4090606 4067200 -23405 1 ENSG00000167740 -1 ENSG00000185722
ENSG00000185722 17 4167275 4172553 5279 -1 ENSG00000185722 -1 ENSG00000132388
ENSG00000132388 17 4269924 4442191 172268 -1 ENSG00000132388 -1 ENSG00000132382
ENSG00000132382 17 4458927 4574678 115752 -1 ENSG00000132382 -1 ENSG00000141456
ENSG00000141456 17 4607633 4613783 6151 -1 ENSG00000141456 1 ENSG00000141480
ENSG00000141480 17 4624795 4634722 9928 1 ENSG00000141480 1 ENSG00000161920
ENSG00000161920 17 4636906 4636820 -85 1 ENSG00000161920 -1 ENSG00000161921
ENSG00000161921 17 4643218 4699438 56221 -1 ENSG00000161921 1 ENSG00000142507
ENSG00000142507 17 4701791 4710390 8600 1 ENSG00000142507 1 ENSG00000129219
ENSG00000129219 17 4726730 4736682 9953 1 ENSG00000129219 1 ENSG00000141503
ENSG00000141503 17 4801357 4840424 39068 1 ENSG00000141503 -1 ENSG00000108528
ENSG00000108528 17 4843547 4843302 -244 -1 ENSG00000108528 1 ENSG00000108523
ENSG00000108523 17 4848518 4848946 429 1 ENSG00000108523 -1 ENSG00000108518
ENSG00000108518 17 4852357 4851386 -970 -1 ENSG00000108518 1 ENSG00000108515
ENSG00000108515 17 4860427 4862520 2094 1 ENSG00000108515 -1 ENSG00000091640
ENSG00000091640 17 4871168 4871286 119 -1 ENSG00000091640 -1 ENSG00000108509
ENSG00000108509 17 4890961 4901242 10282 -1 ENSG00000108509 1 ENSG00000129250
ENSG00000129250 17 4931697 5008835 77139 1 ENSG00000129250 -1 ENSG00000167840
ENSG00000167840 17 5026412 5082830 56419 -1 ENSG00000167840 -1 ENSG00000180626
ENSG00000180626 17 5095179 5185557 90379 -1 ENSG00000180626 1 ENSG00000029725
ENSG00000029725 17 5289130 5264257 -24872 1 ENSG00000029725 -1 ENSG00000108559
ENSG00000108559 17 5323481 5336096 12616 -1 ENSG00000108559 -1 ENSG00000108561
ENSG00000108561 17 5352151 5344231 -7919 -1 ENSG00000108561 -1 ENSG00000005100
ENSG00000005100 17 5372381 5374570 2190 -1 ENSG00000005100 -1 ENSG00000072849
ENSG00000072849 17 5390132 5389604 -527 -1 ENSG00000072849 1 ENSG00000167842
ENSG00000167842 17 5394135 6347734 953600 1 ENSG00000167842 1 ENSG00000129195
ENSG00000129195 17 6354790 6354583 -206 1 ENSG00000129195 -1 ENSG00000091622
ENSG00000091622 17 6459815 6481467 21653 -1 ENSG00000091622 -1 ENSG00000198920
ENSG00000198920 17 6544248 6544077 -170 -1 ENSG00000198920 1 ENSG00000129235
ENSG00000129235 17 6547862 6546634 -1227 1 ENSG00000129235 -1 ENSG00000108590
ENSG00000108590 17 6554955 6779953 224999 -1 ENSG00000108590 -1 ENSG00000215067
ENSG00000215067 17 6915669 6915735 67 -1 ENSG00000215067 1 ENSG00000219200
ENSG00000219200 17 6917852 6917813 -38 1 ENSG00000219200 1 ENSG00000258315
ENSG00000258315 17 6920845 7120443 199599 1 ENSG00000258315 1 ENSG00000072778
ENSG00000072778 17 7128593 7128659 67 1 ENSG00000072778 -1 ENSG00000004975
ENSG00000004975 17 7137865 7138346 482 -1 ENSG00000004975 -1 ENSG00000040633
ENSG00000040633 17 7143042 7143332 291 -1 ENSG00000040633 -1 ENSG00000170296
ENSG00000170296 17 7146090 7146909 820 -1 ENSG00000170296 -1 ENSG00000175826
ENSG00000175826 17 7155811 7210317 54507 -1 ENSG00000175826 1 ENSG00000132507
ENSG00000132507 17 7215775 7255207 39433 1 ENSG00000132507 1 ENSG00000213859
ENSG00000213859 17 7258259 7283852 25594 1 ENSG00000213859 1 ENSG00000174292
ENSG00000174292 17 7293094 7306293 13200 1 ENSG00000174292 -1 ENSG00000205544
ENSG00000205544 17 7307457 7362684 55228 -1 ENSG00000205544 -1 ENSG00000174282
ENSG00000174282 17 7387583 7387684 102 -1 ENSG00000174282 1 ENSG00000181222
ENSG00000181222 17 7417934 7465191 47258 1 ENSG00000181222 1 ENSG00000161956
ENSG00000161956 17 7475288 7476023 736 1 ENSG00000161956 1 ENSG00000161960
ENSG00000161960 17 7482324 7565096 82773 1 ENSG00000161960 -1 ENSG00000141510
ENSG00000141510 17 7590857 7589388 -1468 -1 ENSG00000141510 1 ENSG00000141499
ENSG00000141499 17 7606821 7760002 153182 1 ENSG00000141499 -1 ENSG00000183011
ENSG00000183011 17 7788557 7788123 -433 -1 ENSG00000183011 1 ENSG00000170004
ENSG00000170004 17 7816079 7833662 17584 1 ENSG00000170004 -1 ENSG00000170043
ENSG00000170043 17 7835442 7835418 -23 -1 ENSG00000170043 1 ENSG00000170037
ENSG00000170037 17 7853237 8062466 209230 1 ENSG00000170037 -1 ENSG00000220205
ENSG00000220205 17 8066865 8076554 9690 -1 ENSG00000220205 -1 ENSG00000179029
ENSG00000179029 17 8079718 8091651 11934 -1 ENSG00000179029 -1 ENSG00000196544
ENSG00000196544 17 8093565 8108055 14491 -1 ENSG00000196544 -1 ENSG00000178999
ENSG00000178999 17 8113919 8130190 16272 -1 ENSG00000178999 -1 ENSG00000178971
ENSG00000178971 17 8151363 8150935 -427 -1 ENSG00000178971 1 ENSG00000178921
ENSG00000178921 17 8173810 8261730 87921 1 ENSG00000178921 -1 ENSG00000198150
ENSG00000198150 17 8263539 8280837 17299 -1 ENSG00000198150 -1 ENSG00000161970
ENSG00000161970 17 8286532 8316448 29917 -1 ENSG00000161970 1 ENSG00000166579
ENSG00000166579 17 8393730 8377522 -16207 1 ENSG00000166579 -1 ENSG00000133026
ENSG00000133026 17 8534080 9153788 619709 -1 ENSG00000133026 -1 ENSG00000170310
ENSG00000170310 17 9479909 9548014 68106 -1 ENSG00000170310 1 ENSG00000154914
ENSG00000154914 17 9633002 9674750 41749 1 ENSG00000154914 -1 ENSG00000184544
ENSG00000184544 17 9694615 9725522 30908 -1 ENSG00000184544 1 ENSG00000065325
ENSG00000065325 17 9795420 9813925 18506 1 ENSG00000065325 -1 ENSG00000007237
ENSG00000007237 17 10101869 10583653 481785 -1 ENSG00000007237 -1 ENSG00000133028
ENSG00000133028 17 10601693 10600910 -782 -1 ENSG00000133028 1 ENSG00000170222
ENSG00000170222 17 10614551 11880761 1266211 1 ENSG00000170222 -1 ENSG00000154957
ENSG00000154957 17 11900828 11924140 23313 -1 ENSG00000154957 1 ENSG00000065559
ENSG00000065559 17 12047148 12895707 848560 1 ENSG00000065559 -1 ENSG00000006744
ENSG00000006744 17 12921505 13972812 1051308 -1 ENSG00000006744 1 ENSG00000006695
ENSG00000006695 17 14111995 15133094 1021100 1 ENSG00000006695 -1 ENSG00000109099
ENSG00000109099 17 15168644 15339337 170694 -1 ENSG00000109099 -1 ENSG00000259024
ENSG00000259024 17 15466876 15341204 -125671 -1 ENSG00000259024 -1 ENSG00000175106
ENSG00000175106 17 15466910 15531273 64364 -1 ENSG00000175106 -1 ENSG00000221926
ENSG00000221926 17 15587626 15602890 15265 -1 ENSG00000221926 1 ENSG00000187607
ENSG00000187607 17 15640875 15879873 238999 1 ENSG00000187607 -1 ENSG00000214941
ENSG00000214941 17 15903032 15902693 -338 -1 ENSG00000214941 1 ENSG00000011295
ENSG00000011295 17 15948330 15932470 -15859 1 ENSG00000011295 -1 ENSG00000141027
ENSG00000141027 17 16121500 16245847 124348 -1 ENSG00000141027 -1 ENSG00000166582
ENSG00000166582 17 16256971 16284111 27141 -1 ENSG00000166582 1 ENSG00000170315
ENSG00000170315 17 16286060 16945858 659799 1 ENSG00000170315 1 ENSG00000133030
ENSG00000133030 17 17120994 17115525 -5468 1 ENSG00000133030 -1 ENSG00000154803
ENSG00000154803 17 17140503 17150140 9638 -1 ENSG00000154803 -1 ENSG00000141030
ENSG00000141030 17 17184608 17380299 195692 -1 ENSG00000141030 1 ENSG00000141026
ENSG00000141026 17 17396541 17408876 12336 1 ENSG00000141026 -1 ENSG00000133027
ENSG00000133027 17 17495023 17584786 89764 -1 ENSG00000133027 1 ENSG00000108557
ENSG00000108557 17 17714768 17713712 -1055 1 ENSG00000108557 -1 ENSG00000072310
ENSG00000072310 17 17740326 17746827 6502 -1 ENSG00000072310 -1 ENSG00000175662
ENSG00000175662 17 17875737 17880722 4986 -1 ENSG00000175662 -1 ENSG00000171953
ENSG00000171953 17 17942524 17942605 82 -1 ENSG00000171953 1 ENSG00000141034
ENSG00000141034 17 17971719 17991199 19481 1 ENSG00000141034 1 ENSG00000108591
ENSG00000108591 17 18011286 18086391 75106 1 ENSG00000108591 1 ENSG00000091542
ENSG00000091542 17 18113269 18128900 15632 1 ENSG00000091542 1 ENSG00000131899
ENSG00000131899 17 18148190 18148149 -40 1 ENSG00000131899 -1 ENSG00000177731
ENSG00000177731 17 18162231 18163847 1617 -1 ENSG00000177731 1 ENSG00000177427
ENSG00000177427 17 18169867 18174741 4875 1 ENSG00000177427 -1 ENSG00000177302
ENSG00000177302 17 18218322 18218623 302 -1 ENSG00000177302 1 ENSG00000176994
ENSG00000176994 17 18226518 18231186 4669 1 ENSG00000176994 -1 ENSG00000176974
ENSG00000176974 17 18266857 18601310 334454 -1 ENSG00000176974 1 ENSG00000108448
ENSG00000108448 17 18639432 18684307 44876 1 ENSG00000108448 1 ENSG00000171928
ENSG00000171928 17 18710028 18743397 33370 1 ENSG00000171928 1 ENSG00000141127
ENSG00000141127 17 18834582 19118927 284346 1 ENSG00000141127 1 ENSG00000072134
ENSG00000072134 17 19240029 19240866 838 1 ENSG00000072134 -1 ENSG00000108641
ENSG00000108641 17 19281496 19551448 269953 -1 ENSG00000108641 1 ENSG00000072210
ENSG00000072210 17 19580912 19807614 226703 1 ENSG00000072210 -1 ENSG00000108599
ENSG00000108599 17 19881657 19912656 31000 -1 ENSG00000108599 1 ENSG00000128487
ENSG00000128487 17 20222340 20902909 680570 1 ENSG00000128487 -1 ENSG00000124422
ENSG00000124422 17 20947074 21026676 79603 -1 ENSG00000124422 1 ENSG00000109016
ENSG00000109016 17 21096579 21100592 4014 1 ENSG00000109016 -1 ENSG00000178307
ENSG00000178307 17 21117938 21187983 70046 -1 ENSG00000178307 1 ENSG00000034152
ENSG00000034152 17 21218553 25621101 4402549 1 ENSG00000034152 1 ENSG00000109046
ENSG00000109046 17 25640658 25783669 143012 1 ENSG00000109046 1 ENSG00000141068
ENSG00000141068 17 25953462 26368762 415301 1 ENSG00000141068 1 ENSG00000087095
ENSG00000087095 17 26523408 26673658 150251 1 ENSG00000087095 -1 ENSG00000004142
ENSG00000004142 17 26684546 26941457 256912 -1 ENSG00000004142 -1 ENSG00000007202
ENSG00000007202 17 26972473 26975373 2901 -1 ENSG00000007202 -1 ENSG00000132581
ENSG00000132581 17 26989208 26989108 -99 -1 ENSG00000132581 1 ENSG00000109111
ENSG00000109111 17 27029698 27041298 11601 1 ENSG00000109111 -1 ENSG00000109113
ENSG00000109113 17 27045448 27046410 963 -1 ENSG00000109113 1 ENSG00000198242
ENSG00000198242 17 27051378 27051365 -12 1 ENSG00000198242 -1 ENSG00000160606
ENSG00000160606 17 27054954 27071001 16048 -1 ENSG00000160606 1 ENSG00000076604
ENSG00000076604 17 27077975 27181955 103981 1 ENSG00000076604 1 ENSG00000132591
ENSG00000132591 17 27188086 27206352 18267 1 ENSG00000132591 -1 ENSG00000132589
ENSG00000132589 17 27224698 27224798 101 -1 ENSG00000132589 -1 ENSG00000167536
ENSG00000167536 17 27230090 27232267 2178 -1 ENSG00000167536 -1 ENSG00000109118
ENSG00000109118 17 27278790 27400527 121738 -1 ENSG00000109118 -1 ENSG00000196535
ENSG00000196535 17 27507431 27582853 75423 -1 ENSG00000196535 -1 ENSG00000108256
ENSG00000108256 17 27621137 27717481 96345 -1 ENSG00000108256 1 ENSG00000160551
ENSG00000160551 17 27878923 27887564 8642 1 ENSG00000160551 -1 ENSG00000168792
ENSG00000168792 17 27894156 27893069 -1086 -1 ENSG00000168792 1 ENSG00000167543
ENSG00000167543 17 27900176 27900486 311 1 ENSG00000167543 -1 ENSG00000108262
ENSG00000108262 17 27921073 27952955 31883 -1 ENSG00000108262 -1 ENSG00000141298
ENSG00000141298 17 28257295 28442538 185244 -1 ENSG00000141298 1 ENSG00000126653
ENSG00000126653 17 28513494 28575217 61724 1 ENSG00000126653 -1 ENSG00000108578
ENSG00000108578 17 28619075 28705922 86848 -1 ENSG00000108578 1 ENSG00000108582
ENSG00000108582 17 28797008 28804379 7372 1 ENSG00000108582 1 ENSG00000108587
ENSG00000108587 17 28854611 29096405 241795 1 ENSG00000108587 -1 ENSG00000176390
ENSG00000176390 17 29151795 29158987 7193 -1 ENSG00000176390 1 ENSG00000176208
ENSG00000176208 17 29222888 29224353 1466 1 ENSG00000176208 -1 ENSG00000172171
ENSG00000172171 17 29233839 29295802 61964 -1 ENSG00000172171 1 ENSG00000181481
ENSG00000181481 17 29326930 29421944 95015 1 ENSG00000181481 1 ENSG00000196712
ENSG00000196712 17 29709135 30178882 469748 1 ENSG00000196712 -1 ENSG00000172301
ENSG00000172301 17 30186357 30187922 1566 -1 ENSG00000172301 -1 ENSG00000108651
ENSG00000108651 17 30228785 30264036 35252 -1 ENSG00000108651 1 ENSG00000178691
ENSG00000178691 17 30328065 30334890 6826 1 ENSG00000178691 1 ENSG00000185158
ENSG00000185158 17 30380524 30469472 88949 1 ENSG00000185158 1 ENSG00000126858
ENSG00000126858 17 30580394 30651583 71190 1 ENSG00000126858 -1 ENSG00000108666
ENSG00000108666 17 30677043 30677135 93 -1 ENSG00000108666 1 ENSG00000010244
ENSG00000010244 17 30708906 30771278 62373 1 ENSG00000010244 1 ENSG00000108671
ENSG00000108671 17 30810337 33307512 2497176 1 ENSG00000108671 1 ENSG00000005156
ENSG00000005156 17 33332084 33333008 925 1 ENSG00000005156 -1 ENSG00000092871
ENSG00000092871 17 33416339 33426810 10472 -1 ENSG00000092871 -1 ENSG00000185379
ENSG00000185379 17 33448542 33455771 7230 -1 ENSG00000185379 -1 ENSG00000073536
ENSG00000073536 17 33469335 33570054 100720 -1 ENSG00000073536 1 ENSG00000166750
ENSG00000166750 17 33600675 33677323 76649 1 ENSG00000166750 -1 ENSG00000172716
ENSG00000172716 17 33700721 33762114 61394 -1 ENSG00000172716 -1 ENSG00000154760
ENSG00000154760 17 33775857 33901813 125957 -1 ENSG00000154760 -1 ENSG00000108733
ENSG00000108733 17 33905883 33905064 -818 -1 ENSG00000108733 1 ENSG00000006125
ENSG00000006125 17 34053437 34058667 5231 1 ENSG00000006125 1 ENSG00000141150
ENSG00000141150 17 34070541 34083267 12727 1 ENSG00000141150 -1 ENSG00000129270
ENSG00000129270 17 34122712 34842472 719761 -1 ENSG00000129270 1 ENSG00000108278
ENSG00000108278 17 34855155 34851476 -3678 1 ENSG00000108278 -1 ENSG00000141140
ENSG00000141140 17 34899285 34900736 1452 -1 ENSG00000141140 1 ENSG00000005955
ENSG00000005955 17 34946279 35306174 359896 1 ENSG00000005955 1 ENSG00000108270
ENSG00000108270 17 35414172 35441922 27751 1 ENSG00000108270 -1 ENSG00000132142
ENSG00000132142 17 35766910 35766964 55 -1 ENSG00000132142 1 ENSG00000108264
ENSG00000108264 17 35839836 35849936 10101 1 ENSG00000108264 1 ENSG00000161326
ENSG00000161326 17 35873604 35874899 1296 1 ENSG00000161326 -1 ENSG00000006114
ENSG00000006114 17 35969545 35969786 242 -1 ENSG00000006114 -1 ENSG00000141141
ENSG00000141141 17 36003494 36337716 334223 -1 ENSG00000141141 -1 ENSG00000174093
ENSG00000174093 17 36421859 36452988 31130 -1 ENSG00000174093 1 ENSG00000174100
ENSG00000174100 17 36479102 36861794 382693 1 ENSG00000174100 1 ENSG00000108292
ENSG00000108292 17 36886057 36886487 431 1 ENSG00000108292 1 ENSG00000230055
ENSG00000230055 17 36891298 36890149 -1148 1 ENSG00000230055 -1 ENSG00000056661
ENSG00000056661 17 36906071 36908988 2918 -1 ENSG00000056661 1 ENSG00000108294
ENSG00000108294 17 36920485 36921941 1457 1 ENSG00000108294 -1 ENSG00000141720
ENSG00000141720 17 36956380 36957339 960 -1 ENSG00000141720 -1 ENSG00000108296
ENSG00000108296 17 36981735 37004117 22383 -1 ENSG00000108296 -1 ENSG00000125691
ENSG00000125691 17 37010097 37026111 16015 -1 ENSG00000125691 1 ENSG00000002834
ENSG00000002834 17 37078024 37356535 278512 1 ENSG00000002834 1 ENSG00000108298
ENSG00000108298 17 37360981 37415383 54403 1 ENSG00000108298 -1 ENSG00000108306
ENSG00000108306 17 37558777 37560537 1761 -1 ENSG00000108306 -1 ENSG00000125686
ENSG00000125686 17 37607540 37617763 10224 -1 ENSG00000125686 1 ENSG00000167258
ENSG00000167258 17 37721161 37793317 72157 1 ENSG00000167258 1 ENSG00000131748
ENSG00000131748 17 37819738 37844166 24429 1 ENSG00000131748 1 ENSG00000141736
ENSG00000141736 17 37886680 37884748 -1931 1 ENSG00000141736 -1 ENSG00000141741
ENSG00000141741 17 37887041 37894179 7139 -1 ENSG00000141741 1 ENSG00000141738
ENSG00000141738 17 37903545 38060847 157303 1 ENSG00000141738 -1 ENSG00000073605
ENSG00000073605 17 38076108 38077293 1186 -1 ENSG00000073605 -1 ENSG00000172057
ENSG00000172057 17 38083855 38137049 53195 -1 ENSG00000172057 1 ENSG00000108344
ENSG00000108344 17 38154214 38175349 21136 1 ENSG00000108344 -1 ENSG00000008838
ENSG00000008838 17 38217469 38214542 -2926 -1 ENSG00000008838 1 ENSG00000126351
ENSG00000126351 17 38250121 38278550 28430 1 ENSG00000126351 1 ENSG00000188895
ENSG00000188895 17 38293041 38296570 3530 1 ENSG00000188895 1 ENSG00000108349
ENSG00000108349 17 38328437 38333262 4826 1 ENSG00000108349 1 ENSG00000108352
ENSG00000108352 17 38351909 38375555 23647 1 ENSG00000108352 1 ENSG00000171475
ENSG00000171475 17 38440389 38443884 3496 1 ENSG00000171475 1 ENSG00000094804
ENSG00000094804 17 38459172 38544767 85596 1 ENSG00000094804 -1 ENSG00000131747
ENSG00000131747 17 38574203 38781213 207011 -1 ENSG00000131747 -1 ENSG00000073584
ENSG00000073584 17 38804761 38974368 169608 -1 ENSG00000073584 -1 ENSG00000186395
ENSG00000186395 17 38978848 38975357 -3490 -1 ENSG00000186395 1 ENSG00000167920
ENSG00000167920 17 38992523 39669994 677472 1 ENSG00000167920 -1 ENSG00000171346
ENSG00000171346 17 39678782 39679868 1087 -1 ENSG00000171346 -1 ENSG00000171345
ENSG00000171345 17 39684561 39775688 91128 -1 ENSG00000171345 -1 ENSG00000128422
ENSG00000128422 17 39781095 40009796 228702 -1 ENSG00000128422 -1 ENSG00000178502
ENSG00000178502 17 40021685 40128450 106766 -1 ENSG00000178502 -1 ENSG00000168259
ENSG00000168259 17 40173395 40276993 103599 -1 ENSG00000168259 -1 ENSG00000108774
ENSG00000108774 17 40307036 40340816 33781 -1 ENSG00000108774 -1 ENSG00000167925
ENSG00000167925 17 40346532 40351185 4654 -1 ENSG00000167925 -1 ENSG00000173757
ENSG00000173757 17 40428726 40439564 10839 -1 ENSG00000173757 1 ENSG00000126561
ENSG00000126561 17 40463962 40465341 1380 1 ENSG00000126561 -1 ENSG00000168610
ENSG00000168610 17 40540587 40554469 13883 -1 ENSG00000168610 -1 ENSG00000177469
ENSG00000177469 17 40575536 40610861 35326 -1 ENSG00000177469 1 ENSG00000033627
ENSG00000033627 17 40674630 40688189 13560 1 ENSG00000033627 1 ENSG00000108784
ENSG00000108784 17 40696468 40713484 17017 1 ENSG00000108784 1 ENSG00000068120
ENSG00000068120 17 40718296 40719085 790 1 ENSG00000068120 1 ENSG00000108788
ENSG00000108788 17 40725258 40724332 -925 1 ENSG00000108788 -1 ENSG00000131470
ENSG00000131470 17 40729850 40731530 1681 -1 ENSG00000131470 -1 ENSG00000141699
ENSG00000141699 17 40762642 40761693 -948 -1 ENSG00000141699 1 ENSG00000131462
ENSG00000131462 17 40767253 40811322 44070 1 ENSG00000131462 1 ENSG00000037042
ENSG00000037042 17 40819025 40852292 33268 1 ENSG00000037042 -1 ENSG00000108799
ENSG00000108799 17 40897072 40925453 28382 -1 ENSG00000108799 1 ENSG00000131475
ENSG00000131475 17 40931618 40947164 15547 1 ENSG00000131475 -1 ENSG00000183978
ENSG00000183978 17 40950723 40962151 11429 -1 ENSG00000183978 -1 ENSG00000126581
ENSG00000126581 17 40985368 40976401 -8966 -1 ENSG00000126581 1 ENSG00000131467
ENSG00000131467 17 40995775 41132581 136807 1 ENSG00000131467 1 ENSG00000198863
ENSG00000198863 17 41145708 41150289 4582 1 ENSG00000198863 1 ENSG00000131469
ENSG00000131469 17 41154977 41158741 3765 1 ENSG00000131469 1 ENSG00000068079
ENSG00000068079 17 41166474 41166621 148 1 ENSG00000068079 -1 ENSG00000108828
ENSG00000108828 17 41177141 41196311 19171 -1 ENSG00000108828 -1 ENSG00000012048
ENSG00000012048 17 41277501 41322497 44997 -1 ENSG00000012048 1 ENSG00000188554
ENSG00000188554 17 41363709 41476326 112618 1 ENSG00000188554 1 ENSG00000175906
ENSG00000175906 17 41478506 41561232 82727 1 ENSG00000175906 1 ENSG00000067596
ENSG00000067596 17 41621832 41717755 95924 1 ENSG00000067596 -1 ENSG00000005102
ENSG00000005102 17 41739323 41843488 104166 -1 ENSG00000005102 -1 ENSG00000108861
ENSG00000108861 17 41856357 41878166 21810 -1 ENSG00000108861 -1 ENSG00000161647
ENSG00000161647 17 41910539 41952724 42186 -1 ENSG00000161647 -1 ENSG00000108852
ENSG00000108852 17 41987069 41994575 7507 -1 ENSG00000108852 1 ENSG00000267496
ENSG00000267496 17 41995327 42088555 93229 1 ENSG00000267496 -1 ENSG00000091947
ENSG00000091947 17 42101315 42112002 10688 -1 ENSG00000091947 -1 ENSG00000161654
ENSG00000161654 17 42144988 42148102 3115 -1 ENSG00000161654 1 ENSG00000141349
ENSG00000141349 17 42153710 42154113 404 1 ENSG00000141349 -1 ENSG00000108840
ENSG00000108840 17 42201071 42219273 18203 -1 ENSG00000108840 1 ENSG00000125319
ENSG00000125319 17 42239845 42264337 24493 1 ENSG00000125319 1 ENSG00000168591
ENSG00000168591 17 42269100 42269172 73 1 ENSG00000168591 -1 ENSG00000087152
ENSG00000087152 17 42277482 42282400 4919 -1 ENSG00000087152 -1 ENSG00000108312
